,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
11172, Hah!  Sparkly ones at that.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11173,"Revision Time, Biology exam monday",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11174,Sitting in Gatwick- going home for a week! cant wait to see family,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11175, no I don`t mind Kent it`s just my best friend is going there and Im going to miss her,positive,0.6808,14.499999999999998,57.3,28.199999999999996,0.145,0.573,0.282
11176,Working  god I hate it haha,positive,0.1027,31.4,25.4,43.2,0.314,0.254,0.432
11177, chale... a ver define 'out',neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11178,Having fun  With my friend !,positive,0.7777,0.0,37.1,62.9,0.0,0.371,0.629
11179,"this sucks i`m tweetless...and i f`n hate money, why does it have to be an issue",negative,-0.7351,30.7,69.3,0.0,0.307,0.693,0.0
11180,Happy Mothers Day Everybody!!!!!!,positive,0.7067,0.0,38.1,61.9,0.0,0.381,0.619
11181,Y am i still awoke @ 5:12 a.m,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11182, we will!  we shall meet somewhere between utah and indiana.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11183, what is it? i cant get onto bebo on this one!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11184,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,negative,-0.5526,24.5,75.5,0.0,0.245,0.755,0.0
11185,Oh Mother - Christina Aguilera. Happy Mothers` Day to all the mamas!  ilovemymommy! <3,positive,0.8011,0.0,62.6,37.4,0.0,0.626,0.374
11186,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iÃ¯Â¿Â½m a little morning grouch,negative,-0.651,23.5,69.0,7.5,0.235,0.69,0.075
11187, i cant wait to see you guys @ hq on sunday!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11188,Anyone to recommend me JP artists with music similar to Soichi Negishi`s Amai Koibito?,positive,0.6166,0.0,70.5,29.5,0.0,0.705,0.295
11189,_MCR  yeahh me tOo haha the mine is Mariel  i luv it! and the urs tOo =D  whats ur fav MCR song??,positive,0.893,0.0,64.0,36.0,0.0,0.64,0.36
11190, I wish the photos on your site were bigger,positive,0.4019,0.0,74.8,25.2,0.0,0.748,0.252
11191,http://twitpic.com/66vdn - I miss my babyyy,negative,-0.1531,24.2,75.8,0.0,0.242,0.758,0.0
11192,Is wondering why my messages aren`t going anywhere ;( I am trying to learn how to tweet & it isn`t turning out so hot,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11193, that`s cool! i think del`s going to korea same time as you! have fun!,positive,0.7562,0.0,64.9,35.099999999999994,0.0,0.649,0.351
11194, i hav a bet to get a 6 pack in 35 days...im on day 3..it sux,negative,-0.3612,14.299999999999999,85.7,0.0,0.143,0.857,0.0
11195,  cheap and good system  http://bit.ly/Fgl2Y,positive,0.4404,0.0,57.99999999999999,42.0,0.0,0.58,0.42
11196,argh! my embouchure= FAIL! makes me sad,negative,-0.8367,61.3,38.7,0.0,0.613,0.387,0.0
11197,totally addicted to xbox carcassonne.  i also really love tomb raider legend.  and still badly NEED bolt.,positive,0.3384,13.700000000000001,66.4,19.900000000000002,0.137,0.664,0.199
11198,"I`m eating a flake storm from hungry jacks. or as americans call it, burger king",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11199,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,positive,0.2714,7.7,80.7,11.600000000000001,0.077,0.807,0.116
11200,Having a boo-hoo day. Things just suck today,negative,-0.4404,29.299999999999997,70.7,0.0,0.293,0.707,0.0
11201,"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",positive,0.5751,17.7,55.7,26.6,0.177,0.557,0.266
11202, you fail. at life.,negative,-0.5423,53.800000000000004,46.2,0.0,0.538,0.462,0.0
11203, You geek!,negative,-0.2714,67.7,32.300000000000004,0.0,0.677,0.323,0.0
11204, Great!,positive,0.6588,0.0,0.0,100.0,0.0,0.0,1.0
11205," None of Meowmie`s friends have money, and even if they did, she wouldn`t be able to pay them back.",negative,-0.4504,18.9,81.10000000000001,0.0,0.189,0.811,0.0
11206, yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with ,positive,0.7712,0.0,64.2,35.8,0.0,0.642,0.358
11207,can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks & jogs,positive,0.5719,0.0,85.6,14.399999999999999,0.0,0.856,0.144
11208, http://twitpic.com/4wsk3 - too cute,positive,0.4588,0.0,50.0,50.0,0.0,0.5,0.5
11209,Busssssss with everyone!  yayyy!!!!!!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11210, Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11211,Watching Season 7 of GG!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11212,My TweetDeck is languishing in API Hell. Again.,negative,-0.6808,39.7,60.3,0.0,0.397,0.603,0.0
11213, doing research in the library (the building next to that one) will help explain. and not just reading,positive,0.4019,0.0,86.3,13.700000000000001,0.0,0.863,0.137
11214,What a bad day!,negative,-0.5848,55.800000000000004,44.2,0.0,0.558,0.442,0.0
11215,Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii.,positive,0.5707,0.0,80.2,19.8,0.0,0.802,0.198
11216,My throat hurts bad.  tonight is going to be fun.,negative,-0.5106,39.1,41.4,19.5,0.391,0.414,0.195
11217,Lost a battle with the couch....phone has been blowing up,negative,-0.5994,38.0,62.0,0.0,0.38,0.62,0.0
11218,"I swear, now my dog is having anxiety issues.",negative,-0.2263,29.299999999999997,70.7,0.0,0.293,0.707,0.0
11219,_ Lmao I know!! They have two days off. Good thing for them,positive,0.8118,0.0,59.8,40.2,0.0,0.598,0.402
11220,"Trying to learn how to do this 'twitter' thing... I`ll get there. Welcome to all my followers, though Im not that interesting",positive,0.1882,8.9,79.2,11.899999999999999,0.089,0.792,0.119
11221,  worse case scenario i`ll take tomorrow am off. are you still up or you just woke up?,negative,-0.4767,16.2,83.8,0.0,0.162,0.838,0.0
11222,about to book train tickets for friday!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11223,Beautiful monday morning  so happy  http://myloc.me/tCt,positive,0.8638,0.0,31.6,68.4,0.0,0.316,0.684
11224,: cool that you liked germany and the awards! i saw you on TV cause i couldn`t come to the comet and see you live  xoxo,positive,0.908,0.0,64.0,36.0,0.0,0.64,0.36
11225, love those ****,positive,0.6369,0.0,32.300000000000004,67.7,0.0,0.323,0.677
11226,Haha. Lacey just shutdown the livestream. Party time,positive,0.6908,0.0,51.300000000000004,48.699999999999996,0.0,0.513,0.487
11227,Is getting upset at work cus bindz and j are being bullies  and they won`t let me go duty free shopping!,positive,0.2481,10.299999999999999,75.4,14.299999999999999,0.103,0.754,0.143
11228,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&d this sat ...is a sad panda,negative,-0.6808,25.3,67.30000000000001,7.3999999999999995,0.253,0.673,0.074
11229,so wanted to go to the Basshunter concert tonight.  so so so wanted to.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11230, fey slays it in #30rock but title of that film sounds bad  #Inbruges is a funny indie little euro city hitman gone bad tale!,negative,-0.7871,28.299999999999997,60.6,11.1,0.283,0.606,0.111
11231," : woot please post a pic, I won`t recognize you without it",positive,0.6249,0.0,66.2,33.800000000000004,0.0,0.662,0.338
11232,"_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol",positive,0.6486,7.3999999999999995,67.30000000000001,25.3,0.074,0.673,0.253
11233," Getting back online, now. Just shifting locations!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11234,has a tummy ache.,negative,-0.3818,46.400000000000006,53.6,0.0,0.464,0.536,0.0
11235,**** I wish I was at Botcon with everyone.,positive,0.4019,0.0,74.8,25.2,0.0,0.748,0.252
11236,I`m Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend..,positive,0.4215,0.0,85.9,14.099999999999998,0.0,0.859,0.141
11237,"The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11238,Infamous should have arrived today. But it didn`t...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11239,awake and ready to learn a little more,positive,0.3612,0.0,73.7,26.3,0.0,0.737,0.263
11240," lolzz @ public script, wait  - n- watch",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11241,500! updates! wooow!! haha!!,positive,0.6331,0.0,41.9,58.099999999999994,0.0,0.419,0.581
11242,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,negative,-0.5423,17.9,82.1,0.0,0.179,0.821,0.0
11243," In France it was last Friday and also the coming one, we are working",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11244,"'No offense, but your hair is bad today.' Life isn`t worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",negative,-0.9043,44.9,39.900000000000006,15.1,0.449,0.399,0.151
11245,"Jus hit the casa, changing my swag cloth. Would it be the Pradas or the Dunks tonight??",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11246,Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference,positive,0.8316,0.0,71.89999999999999,28.1,0.0,0.719,0.281
11247,i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,negative,-0.4588,21.099999999999998,78.9,0.0,0.211,0.789,0.0
11248, I guess thats just how I am lol,positive,0.4215,0.0,71.39999999999999,28.599999999999998,0.0,0.714,0.286
11249, wow thanks for saying that man! I`d love to illustrate children`s books!,positive,0.9097,0.0,43.9,56.10000000000001,0.0,0.439,0.561
11250,is up. moooooorning!  http://plurk.com/p/su3dg,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11251, Bet she plays on Medium and you play on easy too huh...  #iPhone #Fun #Game,positive,0.8625,0.0,50.9,49.1,0.0,0.509,0.491
11252, tip 2 : at the very least make sure the bottle top is on securely and tightly...,positive,0.6969,0.0,67.4,32.6,0.0,0.674,0.326
11253, is it bad that I sort of want her to miss me?  I know I will be missing her.,negative,-0.7425,31.3,64.4,4.3,0.313,0.644,0.043
11254,"Yeah, I think we`ve earned it!",positive,0.3595,0.0,66.7,33.300000000000004,0.0,0.667,0.333
11255," Won`t really get a break till custody issue is settled and I`ve moved... another month or so, at least",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11256, One of the fake 'you's followed me. Haha. I so wish it would be you instead!,positive,0.4914,13.8,58.099999999999994,28.1,0.138,0.581,0.281
11257, TOLD YOU!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11258, sorry about that,negative,-0.0772,39.4,60.6,0.0,0.394,0.606,0.0
11259,I want the rain to go away! There has been too much of it lately,positive,0.1511,0.0,89.8,10.2,0.0,0.898,0.102
11260, and again - You`re welcome!,positive,0.5093,0.0,54.900000000000006,45.1,0.0,0.549,0.451
11261,"Hi, is anybody else having problems with the Karma site? It`s not working.",negative,-0.4019,18.4,81.6,0.0,0.184,0.816,0.0
11262,Shots suuuuck!  im done  no more vacines!,negative,-0.4184,31.7,68.30000000000001,0.0,0.317,0.683,0.0
11263,4 cases of swine flu!,negative,-0.4389,42.0,57.99999999999999,0.0,0.42,0.58,0.0
11264,i wish paramore would come to ireland,positive,0.4019,0.0,69.0,31.0,0.0,0.69,0.31
11265, thank you very much!!!,positive,0.5229,0.0,47.099999999999994,52.900000000000006,0.0,0.471,0.529
11266, cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?,positive,0.6696,0.0,71.8,28.199999999999996,0.0,0.718,0.282
11267, Yup I stayed until the very very end  Exciting!,positive,0.6167,0.0,66.5,33.5,0.0,0.665,0.335
11268, yea i just got outta one too....i want him back tho  but i feel the same way...i`m cool on dudes for a lil while,positive,0.4767,0.0,84.3,15.7,0.0,0.843,0.157
11269,"we can sail around the world, you and me baby...",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11270,"Happy Mother`s day to allMothers, Cheers!!",positive,0.8118,0.0,35.099999999999994,64.9,0.0,0.351,0.649
11271,_Guy Hello - iÃ¯Â¿Â½m back  Hope that happens not occasionally as on wednesday,positive,0.4404,0.0,80.5,19.5,0.0,0.805,0.195
11272,Doctor Who has finished,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11273," Yep,  that B-Day kiss is gonna happen, right ",positive,0.6124,0.0,54.50000000000001,45.5,0.0,0.545,0.455
11274,"Bad day!  Work`s TOO stressful...been involved in a minor accident, but everything`s ok so far. Have to cut down immediately!",negative,-0.5767,28.599999999999998,60.8,10.6,0.286,0.608,0.106
11275," hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",positive,0.2878,5.6000000000000005,84.39999999999999,9.9,0.056,0.844,0.099
11276," Would you travel to the UK for one?  The big US meets sound great, I`d love to go to one of those, so many furs & so much art",positive,0.8519,0.0,76.5,23.5,0.0,0.765,0.235
11277, glad u liked post  looking at the back end now...the sub 2 your blog is automatic. send url and i`ll verify.,positive,0.7003,0.0,76.6,23.400000000000002,0.0,0.766,0.234
11278, you should.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11279, Well thank you darling...it was a pleasure shopping with you...you will see the first pics!,positive,0.8221,0.0,58.3,41.699999999999996,0.0,0.583,0.417
11280, what do i have? lots of stuff.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11281,Just updated #Tweetie and open in browser is still broken.,negative,-0.4767,25.6,74.4,0.0,0.256,0.744,0.0
11282,"CSI NY comes back to aus with `****, lies and silicone` (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee",negative,-0.4215,12.8,87.2,0.0,0.128,0.872,0.0
11283,Oh no adult school again,negative,-0.296,35.5,64.5,0.0,0.355,0.645,0.0
11284, love watching your yt videos and am really looking forward to seeing the collection vid,positive,0.6369,0.0,76.9,23.1,0.0,0.769,0.231
11285,happpppy mothers day,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11286,is tired if ppl **** talking,negative,-0.4404,36.7,63.3,0.0,0.367,0.633,0.0
11287, lol  ****...I love those things too,positive,0.7906,0.0,36.4,63.6,0.0,0.364,0.636
11288,Took a short nap now Im ready for work. My sun burn hurts,negative,-0.1531,18.7,66.3,15.1,0.187,0.663,0.151
11289,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11290, Sounds Fun!,positive,0.5562,0.0,21.8,78.2,0.0,0.218,0.782
11291,"My industrial is repierced, and I made a cute little friend",positive,0.7102,0.0,60.4,39.6,0.0,0.604,0.396
11292, Marche! I want rosti and crepes.,positive,0.1511,0.0,75.8,24.2,0.0,0.758,0.242
11293, <-- follow my girl meagan,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11294,dice watching Heroes again.  http://plurk.com/p/svhvh,positive,0.5106,0.0,54.800000000000004,45.2,0.0,0.548,0.452
11295," It isn`t easy!  Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early",positive,0.9431,5.800000000000001,50.5,43.7,0.058,0.505,0.437
11296,"_the_game GIRL!  Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!",positive,0.8257,0.0,66.2,33.800000000000004,0.0,0.662,0.338
11297,"Dear Mr. President: Please TALK TO US abt what you plan to do re: DADT. Because right now, you just look like a liar.",positive,0.4767,10.7,65.10000000000001,24.099999999999998,0.107,0.651,0.241
11298,": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",positive,0.8109,0.0,67.10000000000001,32.9,0.0,0.671,0.329
11299,Updated blog. Shows You Should Be Watching: The Unusuals http://digg.com/u12w7c Go check it out,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11300,Sunburn on my knees,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11301,_lopez I love you  kiss me!,positive,0.807,0.0,35.4,64.60000000000001,0.0,0.354,0.646
11302, Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!,positive,0.5826,11.1,64.3,24.6,0.111,0.643,0.246
11303,Happy Mother`s day to all beautiful mother. May your love shines the world  Thank you mum.....,positive,0.936,0.0,45.6,54.400000000000006,0.0,0.456,0.544
11304, glad 2hear it kerry!!! didnt know u were on gmtv this morning & i missed it!,positive,0.453,10.8,68.7,20.5,0.108,0.687,0.205
11305,Oh tonight... Looking forward to it,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11306,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,negative,-0.3867,8.6,91.4,0.0,0.086,0.914,0.0
11307,I do hope many of my new followers are from around Sydney Australia  Welcome to my tweets anyway.,positive,0.7096,0.0,73.1,26.900000000000002,0.0,0.731,0.269
11308,I  didnt know there was a starwars day,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11309,"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neutral,-0.0258,10.299999999999999,79.80000000000001,9.9,0.103,0.798,0.099
11310," Yeah, that lying in bed thing`s a bugger for blocking creativity  Worse if you`re pinned down by a pet cat, apparently...",negative,-0.6486,30.4,53.5,16.1,0.304,0.535,0.161
11311,Ha I got another #followfriday. take that ! oh... your listed too... thanks a lot  ya jerk.,positive,0.4926,10.9,63.7,25.4,0.109,0.637,0.254
11312,#3wordsaftersex I haven`t started,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11313,watching miss cytheria,negative,-0.1531,44.4,55.60000000000001,0.0,0.444,0.556,0.0
11314, When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11315," Michelle, I slept for 11 hours last night. I`m still stick with this fever.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
11316, ok.... tx  it`s so worth the wait! lol...***,positive,0.7773,0.0,39.1,60.9,0.0,0.391,0.609
11317,@__sugar oh no  i am always here ;) <3,positive,0.3818,16.900000000000002,46.2,36.9,0.169,0.462,0.369
